"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","created2"
"1","RT @climagt: #climagt #traficogt

Para su información https://t.co/KtxJjuThhh",FALSE,0,NA,2019-10-16 18:10:15,FALSE,NA,"1184532020036276225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","juanma1404",3,TRUE,FALSE,NA,NA,2019-10-16 12:10:15
"2","#climagt #traficogt

Para su información https://t.co/KtxJjuThhh",FALSE,5,NA,2019-10-16 18:07:59,FALSE,NA,"1184531446683320322",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","climagt",3,FALSE,FALSE,NA,NA,2019-10-16 12:07:59
"3","RT @Luisbarrios_502: Tres Trailers averiados en la cuesta de Villa Lobos además de la lluvia complican el #TraficoGT en el área @soy_502 ht…",FALSE,0,NA,2019-10-16 18:04:54,FALSE,NA,"1184530674453241856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ottofar",4,TRUE,FALSE,NA,NA,2019-10-16 12:04:54
"4","RT @Luisbarrios_502: Tres Trailers averiados en la cuesta de Villa Lobos además de la lluvia complican el #TraficoGT en el área @soy_502 ht…",FALSE,0,NA,2019-10-16 18:04:46,FALSE,NA,"1184530637908250624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ClaudinaR3",4,TRUE,FALSE,NA,NA,2019-10-16 12:04:46
"5","RT @Luisbarrios_502: Tres Trailers averiados en la cuesta de Villa Lobos además de la lluvia complican el #TraficoGT en el área @soy_502 ht…",FALSE,0,NA,2019-10-16 18:03:23,FALSE,NA,"1184530292591206400",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","soy_502",4,TRUE,FALSE,NA,NA,2019-10-16 12:03:23
"6","RT @reporteroUKNY: Explosión de transformador de electricidad, en carretera, vía Muxbal. Tres explosiones seguidas. @traficogt @prensa_libr…",FALSE,0,NA,2019-10-16 17:58:23,FALSE,NA,"1184529034304262145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","freddyamendoza",4,TRUE,FALSE,NA,NA,2019-10-16 11:58:23
"7","Tres Trailers averiados en la cuesta de Villa Lobos además de la lluvia complican el #TraficoGT en el área @soy_502 https://t.co/XTb0ypr544",FALSE,2,NA,2019-10-16 17:58:09,FALSE,NA,"1184528974694756353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Luisbarrios_502",4,FALSE,FALSE,NA,NA,2019-10-16 11:58:09
"8","RT @PublinewsGT: @DanTzoc1982 #AHORA Trabajadores de la Municipalidad de Santa Catarina Pinula continúan trabajos de tala de árbol en el ki…",FALSE,0,NA,2019-10-16 17:57:30,FALSE,NA,"1184528810953334786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","El_Carzhifico_",2,TRUE,FALSE,NA,NA,2019-10-16 11:57:30
"9","RT @PublinewsGT: @DanTzoc1982 #AHORA Trabajadores de la Municipalidad de Santa Catarina Pinula continúan trabajos de tala de árbol en el ki…",FALSE,0,NA,2019-10-16 17:57:06,FALSE,NA,"1184528711028281345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ERamirez_EUD",2,TRUE,FALSE,NA,NA,2019-10-16 11:57:06
"10","RT @traficogt: Que no hay peligro de fuga, luego de regresar de estar fugados.  
RT @LuisAra56435933: @traficogt @el_Periodico Y así va a p…",FALSE,0,NA,2019-10-16 17:56:41,FALSE,NA,"1184528605587615744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yoliriverar",4,TRUE,FALSE,NA,NA,2019-10-16 11:56:41
"11","RT @MaxDeGuate: Y por fín me logre parquear...

#TraficoGT #ClimaGT https://t.co/xL61Lx1Slz",FALSE,0,NA,2019-10-16 17:53:32,FALSE,NA,"1184527811144568832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jcml1114ar",2,TRUE,FALSE,NA,NA,2019-10-16 11:53:32
"12","RT @desastresgt: Prudencia al acceder por Muxbal, en dirección a Ciudad. Árbol colapso a las 11:30 horas sobre transformador eléctrico. #De…",FALSE,0,NA,2019-10-16 17:52:36,FALSE,NA,"1184527577073012736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","densetsuiii",3,TRUE,FALSE,NA,NA,2019-10-16 11:52:36
"13","RT @Luisdom66876876: no creo que sean tan mulas viendo la situacion y aun asi las hagan https://t.co/DafmHGauNJ",FALSE,0,NA,2019-10-16 17:51:42,FALSE,NA,"1184527348995121152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EstelaM70647964",1,TRUE,FALSE,NA,NA,2019-10-16 11:51:42
"14","Continuamos con el monitoreo en todas las colonias de #zona10 precaución #TraficoGT continua la lluvia… https://t.co/eVdu0iRARx",FALSE,1,NA,2019-10-16 17:49:20,TRUE,NA,"1184526755765407744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alcaldiaZ10",0,FALSE,FALSE,NA,NA,2019-10-16 11:49:20
"15","no creo que sean tan mulas viendo la situacion y aun asi las hagan https://t.co/DafmHGauNJ",FALSE,1,NA,2019-10-16 17:49:18,FALSE,NA,"1184526745841614849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Luisdom66876876",1,FALSE,FALSE,NA,NA,2019-10-16 11:49:18
"16","#ClimaGT | Árbol cae y bloquea el #TráficoGT en camino a Los Aposentos, Chimaltenango.
<U+25BA> https://t.co/Jzzu6T3Qz5 https://t.co/HwXQhPGGkN",FALSE,2,NA,2019-10-16 17:47:57,FALSE,NA,"1184526406170152960",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",0,FALSE,FALSE,NA,NA,2019-10-16 11:47:57
"17","RT @alcaldiaZ10: Precaución #TraficoGT paso a desnivel Papá Francisco en Bulevar los Próceres y 27 Avenida #zona10 cerrado momentáneamente.…",FALSE,0,NA,2019-10-16 17:47:08,FALSE,NA,"1184526200804466690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1000tonsandoval",4,TRUE,FALSE,NA,NA,2019-10-16 11:47:08
"18","@DanTzoc1982 #AHORA Trabajadores de la Municipalidad de Santa Catarina Pinula continúan trabajos de tala de árbol e… https://t.co/ikn88WKe67",FALSE,1,"PublinewsGT",2019-10-16 17:46:52,TRUE,"1184522038293254144","1184526134354075650","710243881409839104","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PublinewsGT",2,FALSE,FALSE,NA,NA,2019-10-16 11:46:52
"19","RT @PublinewsGT: #AHORA Derrumbe en calzada La Paz genera #TráficoGT lento por el sector | Vía @SRamos_PN https://t.co/9suWskByKZ",FALSE,0,NA,2019-10-16 17:46:16,FALSE,NA,"1184525984235741190",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddgarcia2010",10,TRUE,FALSE,NA,NA,2019-10-16 11:46:16
"20","RT @alcaldiazona16: Alerta Vial <U+0001F6A8>
Árbol caído en entre puente Monjitas y Bulevar San Isidro #zona16 boquea paso.

Personal de Limpia y Verd…",FALSE,0,NA,2019-10-16 17:45:56,FALSE,NA,"1184525898118238208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_perla_leal",8,TRUE,FALSE,NA,NA,2019-10-16 11:45:56
"21","RT @desastresgt: Prudencia al acceder por Muxbal, en dirección a Ciudad. Árbol colapso a las 11:30 horas sobre transformador eléctrico. #De…",FALSE,0,NA,2019-10-16 17:45:53,FALSE,NA,"1184525886965592065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LesCaridi",3,TRUE,FALSE,NA,NA,2019-10-16 11:45:53
"22","Río María Linda, desbordamiento registrado a las 11:30 horas Puerto Iztapa, Escuintla. #DesastresGT #TransitoGT… https://t.co/BTobQuHxt2",FALSE,0,NA,2019-10-16 17:43:17,TRUE,NA,"1184525233291694081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","desastresgt",1,FALSE,FALSE,NA,NA,2019-10-16 11:43:17
"23","@traficogt @silviajcalderon A como esta el clima no creo que salgan",FALSE,1,"traficogt",2019-10-16 17:43:04,FALSE,"1184524308779012096","1184525179264929792","93938886","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","katurizar",0,FALSE,FALSE,NA,NA,2019-10-16 11:43:04
"24","Caída de un árbol encima de cables de alta tensión genera explosión de transformador electrico, carretera #Muxbal… https://t.co/hcpRQsQxn4",FALSE,0,NA,2019-10-16 17:42:45,TRUE,NA,"1184525097962524680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reporteroUKNY",0,FALSE,FALSE,NA,NA,2019-10-16 11:42:45
"25","RT @DanTzoc1982: #ACTUALIZACIÓN

Otro árbol será derribado por personal de comuna ya que está por caer a inmediaciones del puente Monjitas…",FALSE,0,NA,2019-10-16 17:42:39,FALSE,NA,"1184525071500664833",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ERamirez_EUD",0,TRUE,FALSE,NA,NA,2019-10-16 11:42:39
"26","RT @DanTzoc1982: En breve se cerrará la ruta a El Salvador en el kilómetro 12 #TraficoGT complicado hacia San José Pinula, tomar vías alter…",FALSE,0,NA,2019-10-16 17:42:30,FALSE,NA,"1184525034175553536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ERamirez_EUD",1,TRUE,FALSE,NA,NA,2019-10-16 11:42:30
"27","RT @reporteroUKNY: Explosión de transformador de electricidad, en carretera, vía Muxbal. Tres explosiones seguidas. @traficogt @prensa_libr…",FALSE,0,NA,2019-10-16 17:42:17,FALSE,NA,"1184524981759291392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ligiamercedesg1",4,TRUE,FALSE,NA,NA,2019-10-16 11:42:17
"28","RT @eltraficogt: Tomar en cuenta. Cierre en Km.12 carr a el salvador. Muxbal. Pulte. Villa Canales a Colmenas. Si puede no salga. Alejese d…",FALSE,0,NA,2019-10-16 17:41:59,FALSE,NA,"1184524906685448192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_KaterynP",7,TRUE,FALSE,NA,NA,2019-10-16 11:41:59
"29","Prudencia al acceder por Muxbal, en dirección a Ciudad. Árbol colapso a las 11:30 horas sobre transformador eléctri… https://t.co/ZOJ3PxFibu",FALSE,3,NA,2019-10-16 17:41:22,TRUE,NA,"1184524748572758017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","desastresgt",3,FALSE,FALSE,NA,NA,2019-10-16 11:41:22
"30","RT @PublinewsGT: #AHORA Cerrado un carril a la altura del kilómetro 12.5 de la ruta a El Salvador, en dirección a San José Pinula. Cuadrill…",FALSE,0,NA,2019-10-16 17:40:48,FALSE,NA,"1184524609472946177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CUTRIGUA",4,TRUE,FALSE,NA,NA,2019-10-16 11:40:48
"31","RT @MaxDeGuate: Calculando que Siguen las Lluvias...

#TraficoGT #ClimaGT https://t.co/dUUrmHrBIZ",FALSE,0,NA,2019-10-16 17:39:44,FALSE,NA,"1184524338604773376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","giovatz",3,TRUE,FALSE,NA,NA,2019-10-16 11:39:44
"32","Alguien sabe si las manifestaciones de mañana estan confirmadas?

RT @silviajcalderon: @traficogt una consulta.  Ha… https://t.co/tEAu2VYWVE",FALSE,1,NA,2019-10-16 17:39:37,TRUE,NA,"1184524308779012096",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","traficogt",0,FALSE,FALSE,NA,NA,2019-10-16 11:39:37
"33","Tu estado de ánimo es el que está una M, el clima esta divino!!
#TraficoGT #LluviaGT https://t.co/SHUlHJNtr8",FALSE,0,NA,2019-10-16 17:39:13,FALSE,NA,"1184524207830552577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Drwillian77",0,FALSE,FALSE,NA,NA,2019-10-16 11:39:13
"34","RT @reporteroUKNY: Explosión de transformador de electricidad, en carretera, vía Muxbal. Tres explosiones seguidas. @traficogt @prensa_libr…",FALSE,0,NA,2019-10-16 17:38:59,FALSE,NA,"1184524151043829760",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","traficogt",4,TRUE,FALSE,NA,NA,2019-10-16 11:38:59
"35","RT @MaxDeGuate: Venecia o Inglaterra noooop

Es Guatemala #ClimaGt #traficogt https://t.co/0xRaFrQnB9",FALSE,0,NA,2019-10-16 17:38:05,FALSE,NA,"1184523921888022529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaxDeGuate",6,TRUE,FALSE,NA,NA,2019-10-16 11:38:05
"36","Y por fín me logre parquear...

#TraficoGT #ClimaGT https://t.co/xL61Lx1Slz",FALSE,11,NA,2019-10-16 17:37:47,FALSE,NA,"1184523847304908800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaxDeGuate",2,FALSE,FALSE,NA,NA,2019-10-16 11:37:47
"37","RT @MaxDeGuate: Calculando que Siguen las Lluvias...

#TraficoGT #ClimaGT https://t.co/dUUrmHrBIZ",FALSE,0,NA,2019-10-16 17:37:45,FALSE,NA,"1184523840019488768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","elcosebautista",3,TRUE,FALSE,NA,NA,2019-10-16 11:37:45
"38","Explosión de transformador de electricidad, en carretera, vía Muxbal. Tres explosiones seguidas. @traficogt… https://t.co/E69IJNgBW5",FALSE,1,NA,2019-10-16 17:36:19,TRUE,NA,"1184523478705283078",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reporteroUKNY",4,FALSE,FALSE,NA,NA,2019-10-16 11:36:19
"39","RT @PublinewsGT: #AHORA Cerrado un carril a la altura del kilómetro 12.5 de la ruta a El Salvador, en dirección a San José Pinula. Cuadrill…",FALSE,0,NA,2019-10-16 17:36:03,FALSE,NA,"1184523410501787648",NA,"<a href=""https://noticiasguatemala2.com"" rel=""nofollow"">Pota APP</a>","NoticiasGT_",4,TRUE,FALSE,NA,NA,2019-10-16 11:36:03
"40","RT @MaxDeGuate: Calculando que Siguen las Lluvias...

#TraficoGT #ClimaGT https://t.co/dUUrmHrBIZ",FALSE,0,NA,2019-10-16 17:35:58,FALSE,NA,"1184523392390750210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","extasisvgames",3,TRUE,FALSE,NA,NA,2019-10-16 11:35:58
"41","En breve se cerrará la ruta a El Salvador en el kilómetro 12 #TraficoGT complicado hacia San José Pinula, tomar vía… https://t.co/cmqQC36Ohg",FALSE,2,NA,2019-10-16 17:33:54,TRUE,NA,"1184522871793766400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanTzoc1982",1,FALSE,FALSE,NA,NA,2019-10-16 11:33:54
"42","@traficogt una consulta.  Hay paro o manifestación para el día de mañana",FALSE,0,"traficogt",2019-10-16 17:33:54,FALSE,NA,"1184522871504289798","93938886","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","silviajcalderon",0,FALSE,FALSE,NA,NA,2019-10-16 11:33:54
"43","Fuerzas del orden capturaron pareja de novios que se dedicaban a realizar robos en moto, los moto ladrones realizab… https://t.co/nVxgymTPHP",FALSE,4,NA,2019-10-16 17:32:52,TRUE,NA,"1184522611373629441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","betocardonam",2,FALSE,FALSE,NA,NA,2019-10-16 11:32:52
"44","RT @PublinewsGT: #AHORA Cerrado un carril a la altura del kilómetro 12.5 de la ruta a El Salvador, en dirección a San José Pinula. Cuadrill…",FALSE,0,NA,2019-10-16 17:31:21,FALSE,NA,"1184522227359895552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","avides_vgt",4,TRUE,FALSE,NA,NA,2019-10-16 11:31:21
"45","#AHORA Cerrado un carril a la altura del kilómetro 12.5 de la ruta a El Salvador, en dirección a San José Pinula. C… https://t.co/rpENf6oXaf",FALSE,4,NA,2019-10-16 17:30:35,TRUE,NA,"1184522038293254144",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PublinewsGT",4,FALSE,FALSE,NA,NA,2019-10-16 11:30:35
"46","#Ahora | ""No habrá cierre en el tramo del km 11 de ruta a El Salvador"", informó la PMT de Guatemala.  #TráficoGT
<U+25BA>… https://t.co/TzHTHrEQNW",FALSE,4,NA,2019-10-16 17:28:37,TRUE,NA,"1184521543470211072",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",0,FALSE,FALSE,NA,NA,2019-10-16 11:28:37
"47","#Ahora | PMT de Guatemala informa que no habrá cierre en el tramo del km 11 de ruta a El Salvador.  #TráficoGT
<U+25BA>… https://t.co/12K5R7HcNK",FALSE,2,NA,2019-10-16 17:28:00,TRUE,NA,"1184521384455802880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",0,FALSE,FALSE,NA,NA,2019-10-16 11:28:00
"48","RT @betocardonam: Difundamos esta informacion,estos supuestos vendedores de dulces están realizando robos en contra de pasajeros de buses e…",FALSE,0,NA,2019-10-16 17:27:14,FALSE,NA,"1184521192172064768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilioEspa82",32,TRUE,FALSE,NA,NA,2019-10-16 11:27:14
"49","#NACIONALES Autoridades municipales informaron que como medida de ""urgencia"" se hará la tala del árbol #TráficoGT https://t.co/0Oe8k6uyMD",FALSE,1,NA,2019-10-16 17:24:39,FALSE,NA,"1184520543145517057",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PublinewsGT",0,FALSE,FALSE,NA,NA,2019-10-16 11:24:39
"50","RT @prensa_libre: #ClimaGT | @scpmuni informa que cerrarán la carretera hacia El Salvador, y recomienda rutas alternas.
#TráficoGT 
<U+25BA> https…",FALSE,0,NA,2019-10-16 17:23:47,FALSE,NA,"1184520325867945985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tita1373",6,TRUE,FALSE,NA,NA,2019-10-16 11:23:47
